created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,date_time,date,date_week,handle,clean_tweet,break_tweet,polarity,subjectivity
Fri Sep 13 17:17:12 +0000 2019,4639,"Alberta has been key to Canada’s economic success over the course of our history. We’ll always invest in Alberta’s workers and families, and we’ll always have your back. #ChooseForward https://t.co/bOmiw9NUxe",[{'text': 'ChooseForward'}],1172559868257099776,1172559868257099776,en,"[{'display_url': 'pic.twitter.com/bOmiw9NUxe', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172559868257099776/video/1', 'id': 1172551755399344128, 'media_url': 'http://pbs.twimg.com/media/EEW-tB5XsAE-ipX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEW-tB5XsAE-ipX.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/bOmiw9NUxe', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 36703, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172551755399344128/vid/480x270/JaOlxtrY-utATt5W.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172551755399344128/vid/640x360/u19N5KCPFeRyXydd.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1172551755399344128/pl/TY_lNvhAgxWiWgNa.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172551755399344128/vid/1280x720/qKPh-GXWFTOmPFrk.mp4?tag=13'}]}}]",767.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-13 17:17:12+00:00,2019-09-13,2019-09-09,JustinTrudeau,alberta key canadas economic success course history well always invest albertas workers families well always back chooseforward,"Alberta has been key to Canada’s economic success over the c<br>ourse of our history. We’ll always invest in Alberta’s worke<br>rs and families, and we’ll always have your back. #ChooseFor<br>ward https://t.co/bOmiw9NUx<br>",0.125,0.3
Fri Sep 13 13:02:00 +0000 2019,3542,Sending my best wishes to everyone celebrating the Mid-Autumn Festival today! https://t.co/yVTmkoWkCP,[],1172495645694996480,1172495645694996480,en,"[{'display_url': 'pic.twitter.com/yVTmkoWkCP', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172495645694996480/video/1', 'id': 1172494404382265344, 'media_url': 'http://pbs.twimg.com/media/EEWJ4mlXYAAsP2H.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEWJ4mlXYAAsP2H.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/yVTmkoWkCP', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 58600, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172494404382265344/vid/640x360/oqq1JcMpu09oHtNC.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172494404382265344/vid/1280x720/-zCFvJmlbvpRKWL0.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1172494404382265344/pl/V9GeeP1l6DMR8xBt.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172494404382265344/vid/480x270/P82vTClYVoV3xveq.mp4?tag=13'}]}}]",509.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-13 13:02:00+00:00,2019-09-13,2019-09-09,JustinTrudeau,sending best wishes everyone celebrating midautumn festival today,Sending my best wishes to everyone celebrating the Mid-Autum<br>n Festival today! https://t.co/yVTmkoWkC<br>,1.0,0.3
Fri Sep 13 10:58:27 +0000 2019,699,It's always great to be back in Edmonton and to share a stage with incredible local leaders like @Eleanor4Strath! #ChooseForward https://t.co/pWFUZ0XN2T,[{'text': 'ChooseForward'}],1172464551889121281,1172464551889121281,en,"[{'display_url': 'pic.twitter.com/pWFUZ0XN2T', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172464551889121281/photo/1', 'id': 1172464542128967681, 'media_url': 'http://pbs.twimg.com/media/EEVuSgFWkAEkmY7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEVuSgFWkAEkmY7.jpg', 'sizes': {'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/pWFUZ0XN2T'}, {'display_url': 'pic.twitter.com/pWFUZ0XN2T', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172464551889121281/photo/1', 'id': 1172464542330302465, 'media_url': 'http://pbs.twimg.com/media/EEVuSg1WsAEIAvP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEVuSg1WsAEIAvP.jpg', 'sizes': {'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/pWFUZ0XN2T'}]",89.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 2574211440, 'id_str': '2574211440', 'name': 'Eleanor Olszewski', 'screen_name': 'Eleanor4Strath'}]",,,,2019-09-13 10:58:27+00:00,2019-09-13,2019-09-09,JustinTrudeau,always great back edmonton share stage incredible local leaders like eleanor4strath chooseforward,It's always great to be back in Edmonton and to share a stag<br>e with incredible local leaders like @Eleanor4Strath! #Choos<br>eForward https://t.co/pWFUZ0XN2<br>,0.42500000000000004,0.4125
Fri Sep 13 02:27:45 +0000 2019,2457,"Too many people are finding it tough to afford their first home. We’re going to do something about it:

🏠Expand the First-Time Home Buyer Incentive so it’s easier to buy a first home
🏠New tax on properties owned by non-Canadians who don’t live in Canada
https://t.co/Ws2IwfPVny",[],1172336029941948418,1172336029941948418,en,,396.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://www.cbc.ca/news/politics/first-time-homebuyers-liberal-announcement-1.5280751', 'url': 'https://t.co/Ws2IwfPVny'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-13 02:27:45+00:00,2019-09-13,2019-09-09,JustinTrudeau,many people finding tough afford first home going something expand firsttime home buyer incentive easier buy first home new tax properties owned noncanadians dont live canada,"Too many people are finding it tough to afford their first h<br>ome. We’re going to do something about it:

🏠Expand the Firs<br>t-Time Home Buyer Incentive so it’s easier to buy a first ho<br>me
🏠New tax on properties owned by non-Canadians who don’t l<br>ive in Canada
https://t.co/Ws2IwfPVn<br>",0.1473063973063973,0.49242424242424243
Fri Sep 13 01:55:10 +0000 2019,716,".@TerryLake19 is a dedicated leader in his community and he’ll be an incredible MP for Kamloops–Thompson–Cariboo. Thanks for having me at your campaign office opening this afternoon, #TeamTerry. https://t.co/fHfOyBBNbd",[{'text': 'TeamTerry'}],1172327830547419136,1172327830547419136,en,"[{'display_url': 'pic.twitter.com/fHfOyBBNbd', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172327830547419136/photo/1', 'id': 1172327814512594945, 'media_url': 'http://pbs.twimg.com/media/EETx76BVUAEwRKy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EETx76BVUAEwRKy.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/fHfOyBBNbd'}]",110.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 80884226, 'id_str': '80884226', 'name': 'Terry Lake', 'screen_name': 'TerryLake19'}]",,,,2019-09-13 01:55:10+00:00,2019-09-13,2019-09-09,JustinTrudeau,terrylake19 dedicated leader community hell incredible mp kamloopsthompsoncariboo thanks campaign office opening afternoon teamterry,".@TerryLake19 is a dedicated leader in his community and he’<br>ll be an incredible MP for Kamloops–Thompson–Cariboo. Thanks<br> for having me at your campaign office opening this afternoo<br>n, #TeamTerry. https://t.co/fHfOyBBNb<br>",0.55,0.55
Thu Sep 12 23:53:18 +0000 2019,1479,"I’m in Edmonton tonight to kick things off with our incredible team! We’ve done a lot together these past four years, but the truth is, we’re just getting started. Watch live: https://t.co/GUGOknUaNv #ChooseForward",[{'text': 'ChooseForward'}],1172297164610920449,1172297164610920449,en,,196.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'http://lpc.ca/app5', 'url': 'https://t.co/GUGOknUaNv'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 23:53:18+00:00,2019-09-12,2019-09-09,JustinTrudeau,im edmonton tonight kick things incredible team weve done lot together past four years truth getting started watch live chooseforward,"I’m in Edmonton tonight to kick things off with our incredib<br>le team! We’ve done a lot together these past four years, bu<br>t the truth is, we’re just getting started. Watch live: http<br>s://t.co/GUGOknUaNv #ChooseForwar<br>",0.26212121212121214,0.5499999999999999
Thu Sep 12 22:16:24 +0000 2019,6268,"It’s on. This October, Canadians have an important choice to make about the future of our country. Let’s choose a government that will fight FOR you and WITH you. Let’s #ChooseForward. https://t.co/bxSDKmLOS8",[{'text': 'ChooseForward'}],1172272777837129729,1172272777837129729,en,"[{'display_url': 'pic.twitter.com/bxSDKmLOS8', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172272777837129729/video/1', 'id': 1172270997522853893, 'media_url': 'http://pbs.twimg.com/media/EES--GZXkAIY8gn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EES--GZXkAIY8gn.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/bxSDKmLOS8', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 60060, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1172270997522853893/pl/9G7cz4ekC8z9Jl_9.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172270997522853893/vid/640x360/Pxsst61uih7xYTTF.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172270997522853893/vid/480x270/B1HdDvxqtPbFrEtc.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172270997522853893/vid/1280x720/_HhSjF6z-MyUEy2K.mp4?tag=13'}]}}]",1073.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 22:16:24+00:00,2019-09-12,2019-09-09,JustinTrudeau,october canadians important choice make future country lets choose government fight lets chooseforward,"It’s on. This October, Canadians have an important choice to<br> make about the future of our country. Let’s choose a govern<br>ment that will fight FOR you and WITH you. Let’s #ChooseForw<br>ard. https://t.co/bxSDKmLOS<br>",0.2,0.5625
Thu Sep 12 20:45:37 +0000 2019,1631,"A stronger First-Time Home Buyer Incentive will help even more families buy their first home - so little ones like Gray can have a safe and comfortable place to grow up. 

#ChooseForward for you and your family. https://t.co/sAPlpTNA7W",[{'text': 'ChooseForward'}],1172249931307991041,1172249931307991041,en,"[{'display_url': 'pic.twitter.com/sAPlpTNA7W', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172249931307991041/photo/1', 'id': 1172249921216483333, 'media_url': 'http://pbs.twimg.com/media/EESrF64WkAUexXt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EESrF64WkAUexXt.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/sAPlpTNA7W'}]",244.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 20:45:37+00:00,2019-09-12,2019-09-09,JustinTrudeau,stronger firsttime home buyer incentive help even families buy first home little ones like gray safe comfortable place grow chooseforward family,"A stronger First-Time Home Buyer Incentive will help even mo<br>re families buy their first home - so little ones like Gray <br>can have a safe and comfortable place to grow up. 

#ChooseF<br>orward for you and your family. https://t.co/sAPlpTNA7<br>",0.240625,0.5333333333333333
Thu Sep 12 14:21:38 +0000 2019,1839,"For a lot of hardworking Canadians, buying a house right now seems impossible. That’s why we created the First-Time Home Buyer Incentive - and why we’ll keep working together to help make home ownership a reality for your family. https://t.co/hH2gj98KSk",[],1172153296909471758,1172153296909471758,en,"[{'display_url': 'pic.twitter.com/hH2gj98KSk', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1172153296909471758/photo/1', 'id': 1172153289707851777, 'media_url': 'http://pbs.twimg.com/media/EERTNOdXkAE3I5e.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERTNOdXkAE3I5e.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/hH2gj98KSk'}]",372.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 14:21:38+00:00,2019-09-12,2019-09-09,JustinTrudeau,lot hardworking canadians buying house right seems impossible thats created firsttime home buyer incentive well keep working together help make home ownership reality family,"For a lot of hardworking Canadians, buying a house right now<br> seems impossible. That’s why we created the First-Time Home<br> Buyer Incentive - and why we’ll keep working together to he<br>lp make home ownership a reality for your family. https://t.<br>co/hH2gj98KS<br>",-0.19047619047619047,0.7678571428571428
Thu Sep 12 03:43:26 +0000 2019,4539,Let’s do this! #ChooseForward https://t.co/9elOtXKMDQ,[{'text': 'ChooseForward'}],1171992689648316416,1171992689648316416,en,"[{'display_url': 'pic.twitter.com/9elOtXKMDQ', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1171992689648316416/photo/1', 'id': 1171992685433040898, 'media_url': 'http://pbs.twimg.com/media/EEPBI06XsAI8ubk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEPBI06XsAI8ubk.jpg', 'sizes': {'large': {'w': 1774, 'h': 1183, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/9elOtXKMDQ'}]",753.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 03:43:26+00:00,2019-09-12,2019-09-09,JustinTrudeau,lets chooseforward,Let’s do this! #ChooseForward https://t.co/9elOtXKMDQ<br>,0.0,0.0
Thu Sep 12 01:51:32 +0000 2019,1032,We started the 2015 campaign in BC - and we’re here in Vancouver again today to kick things off for 2019. Watch live: https://t.co/5U1IzglXD3 #ChooseForward,[{'text': 'ChooseForward'}],1171964530945081345,1171964530945081345,en,,144.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://bit.ly/2mau8NT', 'url': 'https://t.co/5U1IzglXD3'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-12 01:51:32+00:00,2019-09-12,2019-09-09,JustinTrudeau,started 2015 campaign bc vancouver today kick things 2019 watch live chooseforward,We started the 2015 campaign in BC - and we’re here in Vanco<br>uver again today to kick things off for 2019. Watch live: ht<br>tps://t.co/5U1IzglXD3 #ChooseForwar<br>,0.13636363636363635,0.5
Wed Sep 11 20:44:44 +0000 2019,2144,"Forward or backward. It’s an important choice Canadians have to make this October, and I know where I stand. I’m for choosing forward. https://t.co/Gda6C7WX8o",[],1171887322318692353,1171887322318692353,en,"[{'display_url': 'pic.twitter.com/Gda6C7WX8o', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1171887322318692353/photo/1', 'id': 1171887295965859841, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EENhSWjWkAEs7rP.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EENhSWjWkAEs7rP.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'animated_gif', 'url': 'https://t.co/Gda6C7WX8o', 'video_info': {'aspect_ratio': [16, 9], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/EENhSWjWkAEs7rP.mp4'}]}}]",404.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 20:44:44+00:00,2019-09-11,2019-09-09,JustinTrudeau,forward backward important choice canadians make october know stand im choosing forward,"Forward or backward. It’s an important choice Canadians have<br> to make this October, and I know where I stand. I’m for cho<br>osing forward. https://t.co/Gda6C7WX8<br>",0.4,1.0
Wed Sep 11 19:30:33 +0000 2019,1882,Let’s keep building on the progress we've made since 2015. Read why I'm for choosing forward ⤵️ https://t.co/jahMRM748a,[],1171868650053091328,1171868650053091328,en,,334.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://www.liberal.ca/canadians-are-counting-on-us-to-keep-moving-forward/', 'url': 'https://t.co/jahMRM748a'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 19:30:33+00:00,2019-09-11,2019-09-09,JustinTrudeau,lets keep building progress weve made since 2015 read im choosing forward,Let’s keep building on the progress we've made since 2015. R<br>ead why I'm for choosing forward ⤵️ https://t.co/jahMRM748<br>,0.0,0.0
Wed Sep 11 17:21:34 +0000 2019,8656,Big day today - but there’s nothing more important than spending time with these four. https://t.co/4hQUe119s1,[],1171836192528261121,1171836192528261121,en,"[{'display_url': 'pic.twitter.com/4hQUe119s1', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1171836192528261121/photo/1', 'id': 1171836177990787075, 'media_url': 'http://pbs.twimg.com/media/EEMyy5QXoAMtp18.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEMyy5QXoAMtp18.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4hQUe119s1'}]",630.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 17:21:34+00:00,2019-09-11,2019-09-09,JustinTrudeau,big day today theres nothing important spending time four,Big day today - but there’s nothing more important than spen<br>ding time with these four. https://t.co/4hQUe119s<br>,0.2,0.55
Wed Sep 11 16:24:49 +0000 2019,1657,Politics is really about helping people. And that’s what #ChooseForward is about - making a choice for a better today and a brighter tomorrow for everyone. https://t.co/Nwt0uldt2p,[{'text': 'ChooseForward'}],1171821912336584707,1171821912336584707,en,"[{'display_url': 'pic.twitter.com/Nwt0uldt2p', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1171821912336584707/photo/1', 'id': 1171821907362164737, 'media_url': 'http://pbs.twimg.com/media/EEMl0PBXsAETsSn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEMl0PBXsAETsSn.jpg', 'sizes': {'large': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Nwt0uldt2p'}]",335.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 16:24:49+00:00,2019-09-11,2019-09-09,JustinTrudeau,politics really helping people thats chooseforward making choice better today brighter tomorrow everyone,Politics is really about helping people. And that’s what #Ch<br>ooseForward is about - making a choice for a better today an<br>d a brighter tomorrow for everyone. https://t.co/Nwt0uldt2<br>,0.35,0.35
Wed Sep 11 14:45:29 +0000 2019,604,I’m making an announcement at Rideau Hall this morning. Tune in live: https://t.co/5Rv8vIBsPA,[],1171796913231978498,1171796913231978498,en,,80.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://bit.ly/2kgyRNA', 'url': 'https://t.co/5Rv8vIBsPA'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 14:45:29+00:00,2019-09-11,2019-09-09,JustinTrudeau,im making announcement rideau hall morning tune live,I’m making an announcement at Rideau Hall this morning. Tune<br> in live: https://t.co/5Rv8vIBsP<br>,0.13636363636363635,0.5
Wed Sep 11 13:58:02 +0000 2019,526,"Greg Thompson was a fair &amp; kind man and a passionate advocate for his community, province, and country – I was sorry to hear of his passing this morning. My heart goes out to his loved ones.",[],1171784971889102849,1171784971889102849,en,,53.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 13:58:02+00:00,2019-09-11,2019-09-09,JustinTrudeau,greg thompson fairkind man passionate advocate community province country sorry hear passing morning heart goes loved ones,"Greg Thompson was a fair &amp; kind man and a passionate adv<br>ocate for his community, province, and country – I was sorry<br> to hear of his passing this morning. My heart goes out to h<br>is loved ones<br>",0.04999999999999997,0.8833333333333334
Wed Sep 11 12:09:46 +0000 2019,16956,"Like so many people around the world, I’ll never forget where I was on September 11, 2001. Nearly 3,000 people, including 24 Canadians, died in those terrorist attacks. Today, we remember them and pay tribute to the heroes who stepped up to serve and help others on 9/11.",[],1171757724314624002,1171757724314624002,en,,2819.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-09-11 12:09:46+00:00,2019-09-11,2019-09-09,JustinTrudeau,like many people around world ill never forget september 11 2001 nearly 3000 people including 24 canadians died terrorist attacks today remember pay tribute heroes stepped serve help others 911,"Like so many people around the world, I’ll never forget wher<br>e I was on September 11, 2001. Nearly 3,000 people, includin<br>g 24 Canadians, died in those terrorist attacks. Today, we r<br>emember them and pay tribute to the heroes who stepped up to<br> serve and help others on 9/11<br>",0.03333333333333333,0.6333333333333333
Wed Sep 11 03:05:23 +0000 2019,500,"Just spoke with @BrianPallister following today’s election in Manitoba. Congratulations again, Brian, on your re-election as Premier. https://t.co/NlnUaKJ7zV",[],1171620725947555840,1171620725947555840,en,,56.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2019/09/10/statement-prime-minister-results-provincial-election-manitoba', 'url': 'https://t.co/NlnUaKJ7zV'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 523556031, 'id_str': '523556031', 'name': 'Brian Pallister', 'screen_name': 'BrianPallister'}]",,,,2019-09-11 03:05:23+00:00,2019-09-11,2019-09-09,JustinTrudeau,spoke brianpallister following todays election manitoba congratulations brian reelection premier,"Just spoke with @BrianPallister following today’s election i<br>n Manitoba. Congratulations again, Brian, on your re-electio<br>n as Premier. https://t.co/NlnUaKJ7z<br>",0.0,0.1
Tue Sep 10 19:28:24 +0000 2019,3191,"We’re going to keep investing in Canadians and making life more affordable – so you can keep building a better future for your kids. This October, #ChooseForward. https://t.co/SnHgRTR77Z",[{'text': 'ChooseForward'}],1171505722204413952,1171505722204413952,en,,626.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'https://twitter.com/liberal_party/status/1171411190939049984', 'url': 'https://t.co/SnHgRTR77Z'}]","{'id': 14260960, 'id_str': '14260960'}",[],"{'created_at': 'Tue Sep 10 13:12:46 +0000 2019', 'favorite_count': 1283, 'full_text': ""The Conservatives say the Liberal government has made life more expensive for middle class families, but the facts don't back that up. In reality, the average middle class family now has $2,000 more in their pockets every year compared to 2015. https://t.co/IjdGVn1vP9"", 'hashtags': [], 'id': 1171411190939049984, 'id_str': '1171411190939049984', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/IjdGVn1vP9', 'expanded_url': 'https://twitter.com/liberal_party/status/1171411190939049984/photo/1', 'id': 1171411183909462016, 'media_url': 'http://pbs.twimg.com/media/EEGwQ-7X4AAGp8R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEGwQ-7X4AAGp8R.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/IjdGVn1vP9'}], 'retweet_count': 448, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'urls': [], 'user': {'id': 16397147, 'id_str': '16397147'}, 'user_mentions': []}",1.17141119093905e+18,1171411190939049984,2019-09-10 19:28:24+00:00,2019-09-10,2019-09-09,JustinTrudeau,going keep investing canadians making life affordable keep building better future kids october chooseforward,"We’re going to keep investing in Canadians and making life m<br>ore affordable – so you can keep building a better future fo<br>r your kids. This October, #ChooseForward. https://t.co/SnHg<br>RTR77<br>",0.25,0.3125
